,Country,Year,Annual percentage change in coal consumption,"Annual change in coal consumption, measured in terawatt-hours","Per capita primary energy consumption from coal, measured in kilowatt-hours","Primary energy consumption from coal, measured in terawatt-hours","Per capita electricity generation from coal, measured in kilowatt-hours","Electricity generation from coal, measured in terawatt-hours	",Annual percentage change in coal production,"Annual change in coal production, measured in terawatt-hours","Per capita coal production, measured in kilowatt-hours","Coal production, measured in terawatt-hours",Share of electricity generation that comes from coal,Share of primary energy consumption that comes from coal
1591,World,2016,-1.249,-550.277,5828.271,43504.164,1262.467,9423.475,-5.196,-2335.758,5709.989,42621.266,37.808,28.173
1592,Pakistan,2016,14.482,7.858,305.065,62.121,4.076,0.83,23.278,4.044,105.184,21.419,0.716,6.982
1593,Uzbekistan,2016,18.124,2.68,555.458,17.465,317.412,9.98,10.874,1.238,401.604,12.627,16.887,3.391
1594,India,2016,1.954,89.865,3539.486,4688.11,810.563,1073.604,1.032,33.728,2492.856,3301.831,76.591,55.952
1595,Canada,2016,-6.928,-15.861,5857.08,213.098,1711.277,62.261,0.419,1.586,10461.046,380.604,9.38,5.347
1596,Peru,2016,20.859,1.966,368.298,11.39,17.138,0.53,0.365,0.013,115.748,3.58,1.025,3.721
1597,Oceania,2016,-0.579,-3.226,13697.286,553.858,4015.184,162.357,0.099,3.528,88608.406,3582.937,53.693,29.766
1598,Greece,2016,-22.537,-14.749,4775.434,50.692,1778.584,18.88,40.655,26.834,8745.68,92.837,34.682,16.756
1599,Hungary,2016,-6.316,-1.72,2615.255,25.507,577.26,5.63,-3.675,-0.649,1743.945,17.009,17.648,9.981
1600,Chile,2016,1.418,1.206,4737.228,86.261,1006.641,18.33,-19.857,-3.349,742.182,13.514,23.576,19.413
1601,Poland,2016,1.7,9.622,15153.494,575.669,3499.229,132.933,-1.69,-10.413,15943.025,605.663,79.775,49.597
1602,North Macedonia,2016,-9.811,-1.108,4896.453,10.188,1388.925,2.89,-14.935,-1.603,4389.072,9.133,51.337,33.306
1603,Bulgaria,2016,-13.133,-10.012,9259.674,66.225,2708.353,19.37,-12.769,-8.713,8322.826,59.524,42.781,31.204
1604,Russia,2016,-3.116,-33.378,7144.896,1037.977,1180.172,171.45,4.095,88.737,15528.241,2255.871,15.715,12.888
1605,Japan,2016,-0.186,-2.595,10921.648,1395.385,2527.242,322.889,14.486,1.15,71.111,9.085,31.194,26.687
1606,Turkey,2016,10.701,43.234,5602.808,447.26,1155.901,92.273,20.834,31.0,2252.314,179.797,33.626,26.513
1607,Slovenia,2016,6.888,0.853,6381.009,13.236,2415.383,5.01,9.21,0.973,5563.944,11.541,30.364,16.549
1608,South America,2016,-3.84,-14.397,866.185,360.476,163.016,67.842,4.039,30.62,1895.141,788.691,5.832,5.136
1609,Vietnam,2016,8.212,25.056,3526.034,330.179,683.188,63.974,-7.03,-19.076,2694.081,252.275,36.402,36.706
1610,Kazakhstan,2016,-1.011,-4.026,22106.211,394.174,3433.62,61.225,-4.101,-22.028,28887.326,515.087,64.69,54.101
1611,Czechia,2016,0.709,1.346,18006.363,191.207,3952.399,41.97,-4.777,-9.4,17643.656,187.356,50.383,41.181
1612,Bangladesh,2016,-26.515,-6.987,122.58,19.365,10.508,1.66,33.58,1.39,35.006,5.53,2.372,5.238
1613,Upper-middle-income countries,2016,-0.536,-141.254,10516.567,26194.461,1956.024,4872.027,-5.494,-1474.539,10183.911,25365.889,50.408,43.746
1614,Malaysia,2016,7.687,15.551,7099.541,217.847,2253.667,69.153,-7.615,-1.248,493.241,15.135,44.141,18.575
1615,Slovakia,2016,-1.299,-0.49,6834.45,37.193,514.517,2.8,-8.797,-0.534,1017.107,5.535,10.346,20.234
1616,Lower-middle-income countries,2016,3.628,222.844,2021.548,6364.657,423.94,1334.734,0.581,41.224,2265.361,7132.277,45.77,32.791
1617,Iran,2016,-3.088,-0.561,221.092,17.591,6.133,0.488,4.595,0.455,130.093,10.351,0.171,0.609
1618,Italy,2016,-10.923,-15.663,2105.603,127.732,633.664,38.44,-100.0,-0.63,0.0,0.0,13.266,7.03
1619,European Union (27),2016,-3.975,-110.15,6002.635,2661.107,1552.346,688.191,-3.207,-51.63,3515.274,1558.402,23.576,15.464
1620,Thailand,2016,1.939,3.957,3016.186,208.03,538.009,37.107,11.571,5.193,725.945,50.069,20.635,14.323
1621,Mexico,2016,-2.043,-3.017,1172.702,144.633,279.32,34.449,-11.652,-9.312,572.444,70.601,10.784,6.66
1622,Ukraine,2016,18.673,59.383,8440.219,377.393,1370.676,61.288,6.214,12.39,4736.365,211.78,37.241,35.942
1623,Indonesia,2016,4.303,25.597,2371.985,620.408,517.595,135.38,-1.163,-36.79,11952.934,3126.366,54.607,31.58
1624,Asia,2016,0.008,2.703,7293.842,32643.135,1450.37,6491.039,-5.027,-1467.523,6194.929,27725.02,52.709,42.289
1625,Europe,2016,-4.695,-216.92,5907.01,4403.33,1342.732,1000.928,0.478,20.103,5665.854,4223.562,20.551,14.545
1626,South Africa,2016,7.534,73.566,18681.691,1050.054,3948.942,221.961,0.825,13.667,29719.088,1670.44,87.706,70.874
1627,Argentina,2016,-22.926,-3.625,280.144,12.189,44.366,1.93,-25.562,-0.057,3.822,0.166,1.311,1.229
1628,Europe,2017,-5.78,-254.532,5556.946,4148.798,1291.554,964.271,1.53,64.627,5743.648,4288.189,19.725,13.643
1629,Japan,2017,1.475,20.578,11105.357,1415.963,2510.401,320.083,3.588,0.326,73.813,9.411,30.716,26.755
1630,South America,2017,-0.494,-1.782,854.228,358.694,145.935,61.279,-1.71,-13.489,1846.142,775.202,5.249,5.065
1631,Hungary,2017,2.501,0.638,2687.028,26.144,506.69,4.93,-12.261,-2.086,1533.753,14.923,14.978,9.705
1632,Kazakhstan,2017,7.292,28.742,23391.318,422.916,3813.195,68.943,9.003,46.375,31054.268,561.462,66.852,55.168
1633,High-income countries,2017,-1.465,-153.376,8604.448,10313.771,2285.375,2739.378,1.421,134.532,8013.109,9604.959,23.91,14.775
1634,Oceania,2017,-3.213,-17.796,13072.625,536.062,3881.549,159.169,-2.498,-89.497,85192.375,3493.439,52.426,28.825
1635,Upper-middle-income countries,2017,0.472,123.68,10492.307,26318.141,2056.473,5158.309,3.313,840.359,10447.698,26206.248,50.595,42.819
1636,Greece,2017,-95.683,-48.504,207.029,2.188,1774.927,18.76,15.041,13.964,10104.654,106.801,33.945,0.831
1637,Turkey,2017,2.605,11.652,5657.444,458.912,1201.683,97.476,-2.415,-4.342,2163.002,175.455,32.79,25.675
1638,Bulgaria,2017,7.211,4.776,9996.597,71.0,2945.462,20.92,11.343,6.752,9331.438,66.276,45.899,32.734
1639,Canada,2017,3.992,8.507,6033.001,221.605,1636.903,60.127,-2.907,-11.066,10060.354,369.538,9.048,5.472
1640,South Africa,2017,-1.629,-17.109,18118.736,1032.945,3939.816,224.608,-0.681,-11.374,29101.447,1659.066,87.933,69.959
1641,Uzbekistan,2017,-5.57,-0.973,516.015,16.492,306.948,9.81,4.432,0.56,412.604,13.187,16.13,3.102
1642,World,2017,0.569,247.512,5796.327,43751.676,1287.289,9716.677,2.478,1056.238,5786.5,43677.504,37.885,27.795
1643,Pakistan,2017,33.805,21.0,399.801,83.121,44.058,9.16,1.757,0.376,104.831,21.795,7.189,8.825
1644,Spain,2017,28.131,34.34,3353.021,156.41,993.603,46.349,64.445,5.14,281.184,13.117,16.816,9.726
1645,Russia,2017,-5.961,-61.872,6707.244,976.106,1195.724,174.014,6.099,137.583,16446.455,2393.454,15.947,12.047
1646,European Union (27),2017,-3.434,-91.383,5788.242,2569.724,1506.729,668.921,-0.343,-5.341,3498.233,1553.061,22.665,14.79
1647,Lower-middle-income countries,2017,2.793,177.784,2048.537,6542.441,430.773,1375.766,1.203,85.8,2260.089,7218.078,45.098,32.516
1648,Ukraine,2017,-20.626,-77.84,6733.408,299.554,1108.74,49.325,-25.194,-53.356,3561.084,158.424,31.612,30.713
1649,Brazil,2017,5.469,10.125,939.571,195.275,123.979,25.767,-18.682,-5.819,121.87,25.329,4.372,5.737
1650,Colombia,2017,-23.792,-15.119,990.151,48.428,66.244,3.24,0.123,0.895,14911.512,729.32,4.321,9.498
1651,Australia,2017,-3.432,-18.536,21213.504,521.526,6474.319,159.169,-2.519,-89.742,141279.938,3473.313,61.463,32.59
1652,Mexico,2017,22.208,32.119,1416.546,176.753,247.329,30.861,21.275,15.021,686.2,85.622,9.492,8.022
1653,Thailand,2017,0.397,0.826,3017.732,208.857,516.292,35.732,-4.638,-2.322,689.893,47.747,20.218,14.13
1654,New Zealand,2017,5.366,0.74,3091.51,14.536,448.742,2.11,1.232,0.245,4280.283,20.126,4.727,5.603
1655,Poland,2017,0.558,3.21,15252.456,578.879,3525.739,133.813,-4.412,-26.721,15254.103,578.942,78.499,48.004
1656,China,2017,0.467,104.035,15747.742,22377.883,3117.495,4430.028,3.329,654.877,14303.87,20326.109,67.076,60.298
1657,Venezuela,2017,-44.445,-0.762,32.404,0.953,0.0,0.0,-3.894,-0.248,207.913,6.113,0.0,0.112
1658,North America,2017,-1.6,-69.458,7382.523,4271.402,2421.42,1400.992,5.971,270.759,8305.704,4805.539,26.057,13.056
1659,Indonesia,2017,7.156,44.398,2512.01,664.806,559.093,147.964,1.107,34.611,11943.946,3160.977,58.103,32.383
1660,Romania,2017,0.21,0.131,3180.533,62.51,853.772,16.78,5.496,2.707,2644.017,51.965,26.098,16.07
1661,United States,2017,-2.731,-108.148,11851.041,3852.593,4029.732,1310.005,6.534,266.804,13382.291,4350.378,30.447,14.922
1662,United Kingdom,2017,-18.27,-23.548,1578.735,105.345,337.63,22.529,-27.916,-9.319,360.603,24.062,6.662,4.688
1663,Asia,2017,1.829,597.014,7357.498,33240.148,1520.508,6869.44,2.821,782.223,6309.899,28507.242,52.716,41.734
1664,Czechia,2017,-4.719,-9.024,17120.82,182.183,3894.359,41.44,-5.135,-9.621,16702.721,177.734,47.612,37.527
1665,Germany,2017,-6.068,-54.005,10113.063,835.93,2918.385,241.229,-0.548,-2.528,5546.253,458.444,37.031,21.487
1666,Vietnam,2017,-0.08,-0.264,3487.452,329.915,661.867,62.613,-0.842,-2.123,2644.292,250.152,32.68,34.084
1667,Africa,2017,-0.103,-1.221,952.456,1185.067,203.288,252.936,2.269,39.847,1443.56,1796.11,30.598,22.296
1668,South Korea,2017,5.739,54.398,19614.588,1002.235,4925.933,251.697,-9.565,-0.864,159.874,8.169,43.666,28.902
1669,India,2017,3.325,155.893,3618.501,4844.003,833.089,1115.237,0.846,27.922,2487.346,3329.753,75.797,55.671
1670,Brazil,2018,-2.2,-4.296,911.725,190.978,112.952,23.66,8.369,2.12,131.039,27.449,3.934,5.588
1671,Australia,2018,-2.424,-12.644,20438.555,508.882,6287.838,156.556,4.695,163.067,146050.203,3636.38,59.61,31.388
1672,World,2018,1.29,564.199,5807.287,44315.875,1323.23,10097.678,5.06,2209.914,6013.226,45887.418,37.851,27.394
1673,Uzbekistan,2018,43.25,7.133,727.434,23.624,325.777,10.58,3.362,0.443,419.693,13.63,16.821,4.427
1674,Venezuela,2018,-60.0,-0.572,13.193,0.381,0.0,0.0,-3.894,-0.238,203.381,5.875,0.0,0.054
1675,Vietnam,2018,33.22,109.599,4600.027,439.514,877.536,83.845,10.349,25.889,2889.083,276.04,40.083,40.465
1676,Asia,2018,2.52,837.785,7474.087,34077.934,1615.465,7365.675,6.992,1993.125,6689.443,30500.367,53.211,41.281
1677,Upper-middle-income countries,2018,0.699,183.99,10495.241,26502.131,2186.913,5522.299,4.534,1188.246,10848.63,27394.494,50.924,41.716
1678,Africa,2018,-1.811,-21.467,911.969,1163.6,203.063,259.092,2.421,43.486,1441.779,1839.596,30.491,21.392
1679,Bulgaria,2018,-10.638,-7.553,8997.541,63.447,2646.204,18.66,-7.539,-4.996,8690.191,61.28,39.84,29.154
1680,Greece,2018,2403.212,52.587,5205.629,54.775,1633.682,17.19,-2.913,-3.112,9854.275,103.689,32.274,17.181
1681,South Africa,2018,-5.1,-52.684,16961.715,980.26,3908.534,225.884,0.683,11.333,28903.383,1670.399,88.12,68.85
1682,Colombia,2018,-6.124,-2.966,915.458,45.463,82.157,4.08,-5.438,-39.657,13887.392,689.663,5.205,8.744
1683,South Korea,2018,0.55,5.514,19693.479,1007.749,4909.385,251.222,-19.192,-1.568,129.001,6.601,42.371,28.62
1684,Romania,2018,-4.621,-2.889,3056.559,59.622,802.313,15.65,-10.08,-5.238,2395.518,46.727,24.156,15.04
1685,Ukraine,2018,8.922,26.726,7374.191,326.28,1108.799,49.06,6.159,9.757,3801.043,168.182,30.691,32.241
1686,Mexico,2018,-10.867,-19.207,1248.47,157.545,230.084,29.034,-9.299,-7.962,615.422,77.661,8.666,7.181
1687,Czechia,2018,-0.69,-1.256,16963.479,180.927,3862.858,41.2,-3.784,-6.725,16033.587,171.009,46.818,37.387
1688,Japan,2018,-2.074,-29.366,10900.735,1386.597,2472.267,314.478,-28.65,-2.696,52.79,6.715,29.86,26.34
1689,North America,2018,-5.179,-221.2,6948.105,4050.202,2281.78,1330.099,-2.31,-111.011,8053.444,4694.528,24.017,12.024
1690,Turkey,2018,3.554,16.308,5771.432,475.22,1375.376,113.249,9.683,16.99,2337.199,192.445,37.155,26.885
1691,Germany,2018,-3.498,-29.24,9704.608,806.69,2744.746,228.155,-4.152,-19.037,5286.144,439.408,35.64,21.269
1692,India,2018,6.533,316.447,3815.088,5160.45,886.31,1198.861,6.775,225.592,2628.444,3555.345,75.916,55.726
1693,Europe,2018,-0.344,-14.253,5530.359,4134.545,1225.042,915.852,3.646,156.33,5944.98,4444.519,18.666,13.404
1694,New Zealand,2018,7.818,1.136,3304.319,15.673,396.363,1.88,15.636,3.147,4906.664,23.273,4.206,6.085
1695,Russia,2018,3.253,31.75,6915.72,1007.856,1211.851,176.608,7.075,169.333,17585.369,2562.787,15.922,11.997
1696,European Union (27),2018,-2.235,-57.437,5651.472,2512.288,1407.566,625.715,-3.905,-60.646,3357.235,1492.414,21.317,14.409
1697,South America,2018,-2.26,-8.107,827.674,350.587,141.059,59.75,-5.051,-39.158,1737.669,736.044,5.077,5.008
1698,High-income countries,2018,-3.026,-312.1,8306.624,10001.671,2184.311,2630.041,-0.075,-7.21,7971.158,9597.749,22.641,14.11
1699,Thailand,2018,6.614,13.813,3207.183,222.67,515.587,35.796,-8.519,-4.068,629.134,43.68,20.138,14.618
1700,Oceania,2018,-2.147,-11.507,12618.347,524.555,3765.996,156.556,4.758,166.214,88034.18,3659.653,50.941,27.92
1701,Indonesia,2018,18.602,123.67,2945.697,788.476,597.798,160.013,20.927,661.493,14280.503,3822.47,56.388,34.638
1702,Pakistan,2018,65.597,54.525,648.577,137.646,40.334,8.56,5.13,1.118,107.964,22.913,6.212,14.168
1703,Kazakhstan,2018,11.973,50.636,25849.406,473.551,4084.876,74.833,5.471,30.717,32324.844,592.179,69.762,55.618
1704,Spain,2018,-14.314,-22.388,2870.286,134.022,829.169,38.716,-21.718,-2.849,219.903,10.268,14.107,8.187
1705,Lower-middle-income countries,2018,10.306,674.261,2228.058,7216.702,460.761,1492.408,13.222,954.385,2523.136,8172.462,45.884,33.904
1706,Canada,2018,-17.997,-39.882,4901.542,181.722,1364.295,50.581,-8.151,-30.122,9154.96,339.416,7.713,4.45
1707,United Kingdom,2018,-16.299,-17.17,1313.272,88.175,250.74,16.835,-14.777,-3.556,305.42,20.506,5.06,3.941
1708,China,2018,0.612,136.9,15770.545,22514.783,3336.9,4763.917,5.052,1026.84,14956.735,21352.949,66.478,58.361
1709,Hungary,2018,-5.53,-1.446,2544.266,24.698,481.071,4.67,-11.072,-1.652,1367.07,13.271,14.563,9.101
1710,Poland,2018,0.051,0.296,15272.972,579.175,3514.944,133.292,-5.04,-29.18,14497.335,549.762,78.389,47.488
1711,United States,2018,-4.234,-163.134,11279.428,3689.458,3822.985,1250.484,-1.676,-72.927,13077.041,4277.451,28.028,13.786
1712,South Africa,2019,6.579,64.488,17841.172,1044.748,3726.137,218.196,0.136,2.277,28564.309,1672.676,86.388,70.13
1713,Japan,2019,-1.731,-24.004,10740.9,1362.594,2421.67,307.214,-27.131,-1.822,38.571,4.893,29.949,26.505
1714,European Union (27),2019,-19.319,-485.36,4555.029,2026.928,1067.767,475.142,-17.935,-267.666,2752.326,1224.749,16.418,11.813
1715,Spain,2019,-55.989,-75.038,1262.048,58.984,302.294,14.128,-93.33,-9.583,14.654,0.685,5.282,3.706
1716,Mexico,2019,-4.526,-7.131,1179.026,150.415,256.176,32.682,-17.569,-13.644,501.794,64.017,9.485,7.143
1717,High-income countries,2019,-11.619,-1162.095,7311.067,8839.576,1882.418,2275.971,-5.517,-529.485,7500.211,9068.264,19.805,12.598
1718,Vietnam,2019,32.115,141.15,6019.605,580.664,1152.577,111.18,9.445,26.071,3131.915,302.111,48.887,48.172
1719,Germany,2019,-22.62,-182.472,7474.136,624.218,2052.868,171.449,-24.779,-108.88,3957.608,330.528,28.243,16.893
1720,Venezuela,2019,33.164,0.126,17.797,0.507,0.0,0.0,-43.069,-2.53,117.294,3.345,0.0,0.087
1721,Greece,2019,-32.131,-17.6,3549.483,37.175,1157.212,12.12,-65.37,-67.782,3428.427,35.907,24.925,11.952
1722,Kazakhstan,2019,-2.521,-11.939,24882.84,461.612,3979.165,73.819,-2.807,-16.625,31024.785,575.554,69.325,54.738
1723,South Korea,2019,-5.198,-52.383,18650.271,955.366,4709.673,241.255,-9.667,-0.638,116.409,5.963,41.113,27.49
1724,United States,2019,-14.609,-538.999,9573.978,3150.46,3194.284,1051.127,-7.21,-308.397,12061.615,3969.054,23.829,11.856
1725,Lower-middle-income countries,2019,4.724,340.884,2301.194,7557.585,466.049,1530.599,4.769,389.771,2607.097,8562.233,45.645,34.371
1726,Australia,2019,-4.42,-22.491,19298.803,486.392,5945.301,149.841,0.661,24.054,145236.891,3660.434,56.352,28.971
1727,Uzbekistan,2019,-11.477,-2.711,634.074,20.913,309.869,10.22,-1.495,-0.204,407.082,13.426,16.202,3.912
1728,Russia,2019,-1.696,-17.096,6791.967,990.76,1285.69,187.546,0.032,0.814,17574.285,2563.601,16.773,11.88
1729,Asia,2019,1.296,441.488,7503.94,34519.422,1627.848,7488.383,4.022,1226.863,6896.965,31727.23,52.454,40.802
1730,World,2019,-1.39,-615.988,5665.408,43699.887,1278.688,9863.103,1.178,540.582,6019.09,46428.0,36.481,26.781
1731,South America,2019,-1.461,-5.122,808.673,345.465,142.457,60.857,-2.455,-18.067,1680.66,717.977,5.156,4.989
1732,Pakistan,2019,13.743,18.916,722.934,156.562,63.537,13.76,60.834,13.939,170.165,36.852,10.009,15.918
1733,Bulgaria,2019,-6.893,-4.374,8438.94,59.074,2457.102,17.2,-7.437,-4.557,8103.072,56.722,38.948,28.113
1734,Canada,2019,-6.352,-11.544,4548.887,170.179,1279.997,47.886,-1.417,-4.809,8944.076,334.607,7.358,4.187
1735,Indonesia,2019,20.28,159.903,3504.396,948.379,644.776,174.493,10.468,400.129,15603.106,4222.6,59.06,39.037
1736,Oceania,2019,-3.875,-20.326,11968.97,504.229,3556.79,149.841,0.629,23.001,87415.727,3682.654,48.173,25.954
1737,United Kingdom,2019,-31.467,-27.746,894.846,60.429,102.97,6.954,-15.385,-3.155,256.944,17.351,2.147,2.765
1738,China,2019,0.796,179.26,15828.079,22694.043,3386.28,4855.193,3.754,801.49,15451.729,22154.439,64.706,56.766
1739,Poland,2019,-10.894,-63.097,13621.238,516.078,3193.765,121.005,-5.628,-30.941,13693.633,518.821,73.788,43.56
1740,Thailand,2019,-10.876,-24.217,2850.287,198.453,514.541,35.825,-5.971,-2.608,589.895,41.072,19.209,13.022
1741,Brazil,2019,-6.004,-11.466,850.57,179.512,115.882,24.457,-8.395,-2.304,119.139,25.144,3.905,5.147
1742,North America,2019,-13.559,-549.149,5959.11,3501.052,1926.247,1131.695,-6.962,-326.85,7434.187,4367.678,20.593,10.484
1743,Ukraine,2019,-7.054,-23.016,6893.357,303.264,1034.906,45.529,-1.083,-1.821,3781.469,166.361,29.537,31.667
1744,Romania,2019,-3.087,-1.841,2983.854,57.781,702.83,13.61,-2.238,-1.046,2359.033,45.682,22.869,14.917
1745,Czechia,2019,-7.515,-13.596,15654.149,167.331,3492.306,37.33,-8.634,-14.765,14617.03,156.245,42.914,35.016
1746,Africa,2019,5.82,67.717,941.328,1231.317,195.46,255.674,-2.337,-42.986,1373.488,1796.61,29.468,22.171
1747,India,2019,0.066,3.39,3779.108,5163.84,877.302,1198.76,-1.588,-56.466,2560.621,3498.878,73.902,54.439
1748,Turkey,2019,2.59,12.306,5843.566,487.526,1353.166,112.894,4.847,9.328,2418.481,201.773,37.149,26.578
1749,Hungary,2019,-13.408,-3.311,2208.332,21.387,416.121,4.03,-12.935,-1.717,1193.05,11.554,11.752,7.777
1750,New Zealand,2019,13.813,2.165,3729.36,17.838,432.777,2.07,-4.525,-1.053,4645.522,22.22,4.585,6.761
1751,Europe,2019,-13.443,-555.817,4781.957,3578.728,1019.52,762.99,-7.199,-319.952,5511.317,4124.567,15.738,11.785
1752,Colombia,2019,24.359,11.074,1123.114,56.537,95.75,4.82,-1.341,-9.251,13516.466,680.411,5.965,10.548
1753,Upper-middle-income countries,2019,0.649,171.982,10497.715,26674.113,2211.064,5618.191,2.799,766.686,11082.957,28161.18,49.992,41.04
1754,South Africa,2020,-5.357,-55.967,16671.766,988.781,3415.373,202.561,-3.377,-56.493,27250.363,1616.183,84.591,71.871
1755,United States,2020,-18.863,-594.279,7722.541,2556.181,2550.775,844.313,-24.92,-989.092,9002.835,2979.962,19.705,10.394
1756,Kazakhstan,2020,-6.032,-27.842,23101.494,433.77,3694.3,69.367,-1.264,-7.273,30265.229,568.281,63.857,53.977
1757,Lower-middle-income countries,2020,-5.16,-389.937,2152.955,7167.648,439.222,1462.265,-4.888,-418.544,2446.13,8143.689,44.298,34.05
1758,World,2020,-3.972,-1735.926,5383.592,41963.961,1210.971,9439.266,-5.082,-2359.527,5653.582,44068.473,35.104,26.785
1759,Vietnam,2020,0.438,2.544,5991.535,583.208,1179.029,114.765,4.291,12.964,3236.895,315.075,48.751,49.721
1760,Mexico,2020,-55.795,-83.924,515.703,66.491,146.635,18.906,-16.563,-10.603,414.277,53.414,5.804,3.723
1761,Russia,2020,-7.724,-76.525,6264.691,914.234,1204.645,175.799,-8.733,-223.877,16032.701,2339.723,16.196,11.396
1762,New Zealand,2020,-4.271,-0.762,3541.087,17.076,452.073,2.18,-8.355,-1.856,4222.816,20.363,4.895,7.138
1763,Africa,2020,-5.962,-73.416,863.72,1157.901,178.872,239.796,-4.047,-72.706,1285.921,1723.904,28.044,22.072
1764,Romania,2020,-27.798,-16.062,2168.615,41.719,488.105,9.39,-34.005,-15.534,1567.105,30.147,16.824,11.295
1765,North America,2020,-19.751,-691.485,4745.391,2809.567,1523.236,901.85,-23.904,-1044.069,5613.614,3323.61,16.871,9.124
1766,Poland,2020,-7.299,-37.67,12640.728,478.409,2889.825,109.37,-9.842,-51.062,12359.332,467.759,69.6,42.181
1767,Oceania,2020,-3.694,-18.628,11378.312,485.601,3349.163,142.935,-7.571,-278.828,79756.352,3403.826,46.142,26.495
1768,Pakistan,2020,13.723,21.485,806.036,178.047,57.902,12.79,24.445,9.009,207.615,45.86,9.451,18.234
1769,Japan,2020,-6.74,-91.842,10047.339,1270.752,2355.843,297.959,1.802,0.088,39.385,4.981,29.887,26.703
1770,Asia,2020,-1.211,-418.117,7349.661,34101.305,1604.344,7443.911,-0.783,-248.268,6784.482,31478.963,51.459,40.829
1771,South Korea,2020,-12.059,-115.207,16387.219,840.159,4092.495,209.819,-0.034,-0.002,116.269,5.961,36.473,25.233
1772,Uzbekistan,2020,37.04,7.746,856.282,28.659,260.538,8.72,2.495,0.335,411.16,13.761,13.186,5.501
1773,Ukraine,2020,-12.504,-37.919,6067.271,265.345,919.18,40.199,-10.848,-18.047,3391.291,148.314,27.198,28.902
1774,Greece,2020,-42.718,-15.88,2043.053,21.295,699.411,7.29,-47.196,-16.947,1819.106,18.961,15.108,7.693
1775,Colombia,2020,-16.02,-9.057,933.12,47.48,106.519,5.42,-38.573,-262.453,8214.121,417.958,6.878,9.861
1776,Brazil,2020,-9.124,-16.38,767.469,163.133,95.421,20.283,11.035,2.775,131.347,27.919,3.265,4.894
1777,Turkey,2020,-3.11,-15.16,5600.806,472.367,1254.604,105.812,-9.388,-18.943,2167.8,182.83,34.5,26.4
1778,High-income countries,2020,-14.466,-1278.732,6229.921,7560.844,1596.745,1937.864,-16.332,-1481.064,6251.637,7587.2,17.269,11.564
1779,Thailand,2020,6.919,13.73,3039.876,212.183,527.553,36.823,-7.061,-2.9,546.871,38.172,20.865,15.067
1780,China,2020,0.829,188.213,15897.921,22882.256,3418.846,4920.826,0.95,210.496,15538.502,22364.936,63.257,55.818
1781,United Kingdom,2020,-6.067,-3.666,836.147,56.763,81.083,5.504,-22.397,-3.886,198.352,13.465,1.764,2.894
1782,South America,2020,-11.394,-39.363,710.609,306.102,132.701,57.162,-37.076,-266.199,1048.793,451.778,4.922,4.727
1783,Australia,2020,-3.673,-17.866,18373.635,468.525,5605.318,142.935,-7.567,-276.971,132685.438,3383.463,53.891,29.401
1784,Czechia,2020,-13.126,-21.964,13574.278,145.367,2962.933,31.73,-24.003,-37.504,11087.929,118.74,38.962,32.881
1785,Spain,2020,-41.703,-24.598,735.455,34.386,131.53,6.15,-24.208,-0.166,11.102,0.519,2.335,2.389
1786,Hungary,2020,-8.379,-1.792,2028.394,19.595,389.22,3.76,-6.127,-0.708,1122.771,10.846,10.764,7.241
